timestamp,from_bank,from_account,to_bank,to_account,amount_received,receiving_currency,amount_paid,payment_currency,payment_format
2024-01-28 15:22:52,Société Générale,OCHT64241524790695,Kelly Inc,VCEH06312237015436,2050.37,GBP,1465.58,EUR,SEPA
2024-04-15 15:27:02,Société Générale,VFQZ64247433764710,Smith LLC,BDOQ72838863890563,3704.81,USD,2636.95,GBP,SEPA
2022-01-18 19:51:38,Société Générale,STFM65411600195508,"Davis, Henry and Walker",ADZN89647268591549,1382.71,USD,3549.79,EUR,INTERNAL
2022-05-03 19:50:03,Société Générale,QMPG12517821519815,Melton Group,JCNX05171958345753,1499.33,USD,1080.87,EUR,SEPA
2022-04-01 10:05:09,Société Générale,CIJG80958716250937,Deleon Ltd,BPNF26731205482344,2315.01,GBP,2281.04,EUR,INTERNAL
2023-01-24 22:08:28,Société Générale,RBJT08905220287483,"Brown, Schmidt and Dougherty",SDUB71501768330847,4841.05,USD,3372.41,GBP,SEPA
2024-01-10 18:32:28,Société Générale,XPTL66799096859100,Bentley-White,VMFZ47382171392741,2794.99,USD,4467.53,EUR,INTERNAL
2020-11-17 20:30:11,Société Générale,YGOT72822953941522,Campbell LLC,FEJZ49808302385257,3576.86,GBP,3224.73,USD,INTERNAL
2023-12-14 19:04:33,Société Générale,DKLX90779821687735,Cole LLC,RDLN39648130351863,1198.78,EUR,3981.12,EUR,SWIFT
2023-09-15 21:30:29,Société Générale,CVYU82677819539533,Medina-Schmidt,VQBH75379325880462,228.79,GBP,2904.16,USD,INTERNAL
2024-06-19 18:21:15,Société Générale,BTID46549738897090,"Keller, Smith and Hood",ADVD31555132697840,735.88,EUR,422.17,USD,INTERNAL
2021-08-24 02:10:38,Société Générale,GPBA52234288104202,Lee PLC,QALB81450602016060,3622.46,GBP,2112.9,USD,INTERNAL
2021-02-23 13:04:11,Société Générale,BZIQ42765244746297,Martin Inc,BNIB67640860709295,461.38,USD,3247.46,USD,SWIFT
2022-05-11 00:32:09,Société Générale,KAYZ55854228546006,"Carpenter, Higgins and Hinton",BXPT28795067721392,3432.53,USD,728.84,GBP,INTERNAL
2021-05-07 18:39:16,Société Générale,GVWZ46117173172636,French-King,QFZZ46321365778777,2980.15,EUR,2219.83,EUR,SEPA
2020-08-08 00:07:07,Société Générale,HAEC81602096452026,"Foster, Hess and King",WHUN11301841042378,2638.7,USD,906.82,USD,INTERNAL
2023-06-30 10:49:24,Société Générale,LAUX86401345798276,Luna-Tyler,VTKI26831615592533,1204.8,GBP,4485.14,EUR,SWIFT
2020-02-09 21:49:24,Société Générale,WTLR20861078579005,Hoffman LLC,BRME49187340220987,1061.88,GBP,1444.81,GBP,SWIFT
2023-03-21 11:21:59,Société Générale,AJOJ66599550183415,Green-Douglas,FOOM24230715190690,3110.7,EUR,2562.61,EUR,INTERNAL
2024-07-01 01:43:22,Société Générale,WBUR05335777651666,Moreno-Wong,GFMX61659481204769,4713.87,EUR,938.88,GBP,INTERNAL
2021-05-01 03:50:21,Société Générale,WOCA56713714312963,"Smith, Wilson and Scott",UAWN27412338072239,4519.8,USD,4228.4,GBP,SEPA
2020-07-16 20:20:48,Société Générale,ITZL50450310256720,"Bush, Meadows and Edwards",RKDA20575756555635,4143.66,EUR,497.99,GBP,INTERNAL
2023-02-21 06:01:40,Société Générale,DOEK54095001839819,Schultz-Green,RAWP15868234359795,1396.81,EUR,3858.1,USD,INTERNAL
2023-02-26 20:29:44,Société Générale,HFYY65278780858020,Brown-Duke,WZOQ05099478594422,3231.06,USD,4456.08,GBP,SWIFT
2025-05-18 04:20:52,Société Générale,VQLB00612866368005,Foster-Robertson,OXUQ75095448220995,3245.35,USD,2466.43,GBP,SWIFT
2020-03-07 13:42:59,Société Générale,ANLD77963677170071,"Hernandez, Williamson and Clark",BXPU64457423685174,1557.43,EUR,3474.21,EUR,SWIFT
2024-12-09 11:12:15,Société Générale,GGXH89841480567921,"Christensen, Young and Liu",EUTW90229539309100,2136.55,USD,1099.71,GBP,SEPA
2023-06-10 18:45:52,Société Générale,ZGBZ33269596030334,"Torres, Carter and Jimenez",NSJY43432792344331,1631.65,GBP,1664.65,USD,SWIFT
2024-09-11 23:46:42,Société Générale,DPPN03189863625637,Thomas Group,XIOL40550823662279,740.75,USD,2623.4,EUR,SWIFT
2024-07-18 20:36:19,Société Générale,WFZV84951850967119,Lin-Juarez,SCDK83416244710906,1284.52,EUR,1410.61,EUR,SEPA
2022-04-09 18:57:43,Société Générale,TYSB33998696872031,"Watkins, Lara and Rivera",LUTT22710937151053,574.38,USD,4732.39,GBP,SWIFT
2023-03-09 22:41:16,Société Générale,XQJV69039083388275,"Wang, Day and Williams",QICI73673278525484,1316.52,EUR,4086.04,GBP,INTERNAL
2022-08-17 01:04:11,Société Générale,OSNP99791132127569,"Vasquez, Smith and Cole",SSGJ38145592043522,1632.3,EUR,2541.5,GBP,SWIFT
2020-04-03 01:00:43,Société Générale,BIMW54783018801459,Davis-Hall,EHRN85703419403996,2543.92,USD,2537.11,EUR,SWIFT
2023-12-11 23:45:44,Société Générale,CQZJ14096244874085,"Allen, Ruiz and Young",MMGF92337672087289,2576.68,EUR,1154.21,USD,SEPA
2023-12-26 03:34:33,Société Générale,ROPD00443082938841,Johnson-Robinson,MPLQ13486382391352,347.65,USD,3027.84,GBP,INTERNAL
2024-07-22 00:33:41,Société Générale,AEEG27244138608466,Lara LLC,OTEU44861654710222,2405.88,GBP,140.07,EUR,SWIFT
2023-03-08 11:41:44,Société Générale,FQBJ73106291485263,Martinez-Chambers,OLSZ78388534035099,756.28,USD,3664.79,USD,SWIFT
2024-04-29 19:38:24,Société Générale,NSXE42673572461135,"Schmitt, Rodgers and Wall",EITG98561434988415,321.69,EUR,2894.38,EUR,SWIFT
2020-04-19 00:19:15,Société Générale,ZZRM02030375276246,Barron Ltd,EYSD71996514272985,2810.79,EUR,1993.11,USD,INTERNAL
2025-02-14 17:17:35,Société Générale,QWOS51235329858790,"Ferguson, Williamson and Paul",XSRN32588137392934,1470.63,GBP,3433.95,EUR,SEPA
2024-12-01 03:25:04,Société Générale,JZBN59070523550769,Valdez PLC,YLOP89521266270509,4877.91,USD,1928.67,USD,INTERNAL
2022-05-11 08:11:27,Société Générale,IPIW89451963688775,Garcia-Pitts,DXBL56859765972149,4700.85,EUR,1075.38,GBP,SWIFT
2022-07-31 07:52:27,Société Générale,OFHZ18390256902571,Nguyen-Chan,KXMP98800569644171,2550.38,EUR,290.68,GBP,SWIFT
2025-04-21 11:20:39,Société Générale,DAXT91615615228154,Jones-Bell,WXJN65521144481631,4039.43,GBP,2339.24,GBP,INTERNAL
2024-02-23 01:12:37,Société Générale,ZHVW92850461421378,"Cruz, Reynolds and Mercado",DJPQ36562997297637,784.93,GBP,1660.8,USD,INTERNAL
2021-05-02 00:13:15,Société Générale,XGAC06533218232024,Murphy-Johnson,PBIG66848442054779,3722.66,USD,3009.25,GBP,INTERNAL
2025-06-03 20:19:38,Société Générale,RTBI67445369796032,"Rodriguez, Reynolds and Haynes",FCEY89906040607057,2708.47,GBP,2858.33,USD,SEPA
2021-06-30 16:41:43,Société Générale,YWXG46495688187020,White Ltd,VAXM90132835286230,1904.95,GBP,637.06,USD,INTERNAL
2020-09-20 06:11:38,Société Générale,XIOJ26413585720328,"Orr, Williams and Robinson",VNUY43124151262951,1607.62,GBP,4373.29,GBP,SEPA
2025-05-25 17:15:20,Société Générale,ALDV49470587051656,Johnson-Marks,DTHL06910441714619,3024.86,USD,4838.65,GBP,INTERNAL
2021-11-27 03:20:03,Société Générale,GABJ14473558898146,"Quinn, Morton and Ryan",YGLW73314932960304,1214.96,EUR,2959.26,EUR,INTERNAL
2020-10-10 23:03:56,Société Générale,QEOI24311574288141,"Parker, Reynolds and Christensen",GOGV87944141040402,3182.22,GBP,3895.57,USD,SEPA
2024-06-20 00:31:06,Société Générale,VCYN41182824235964,Francis-Jones,QUON07237349185892,4126.14,EUR,254.7,GBP,SEPA
2024-12-29 12:21:57,Société Générale,TYQX95786810855494,"Williams, Burns and Fletcher",QKMZ70357034466162,1034.84,USD,1637.09,EUR,SWIFT
2022-06-19 07:28:28,Société Générale,FYBF47198511450343,Ramirez-Tate,TPDN08122399431884,3483.45,USD,2558.92,GBP,SWIFT
2022-02-19 03:23:56,Société Générale,HBDQ36418521759639,"Jacobson, Anderson and Norton",ZRVP34589734273854,4376.81,GBP,3664.27,GBP,SEPA
2025-01-16 22:05:48,Société Générale,ONXI19959646850023,Dickson-Bell,YWKX78030280382491,2641.55,GBP,1692.74,GBP,SWIFT
2021-12-20 18:00:00,Société Générale,TLUS30464449024604,"Larsen, Burnett and Cummings",EVGZ73501179539812,2674.84,USD,4787.76,USD,INTERNAL
2023-10-20 14:53:03,Société Générale,GFOJ08538780921091,Smith-Cox,AFIC35303910895060,1777.4,USD,3411.76,GBP,INTERNAL
2024-10-04 22:57:41,Société Générale,YBMA85809010674361,"Johnson, Gates and Jenkins",TNNF47718824576025,3252.21,GBP,1395.37,USD,SEPA
2022-01-10 10:41:21,Société Générale,UPRM85171101683709,Daniels Ltd,CFDQ61170705414514,4790.95,USD,2834.62,EUR,SWIFT
2022-01-30 13:53:56,Société Générale,FVJV42848635571653,"Hardy, Wheeler and Thomas",VALS62328389768454,3878.75,GBP,1115.66,GBP,SWIFT
2022-11-30 20:33:18,Société Générale,JTIH10232627282384,Hunt and Sons,JTEX44126805429529,1653.5,USD,2846.39,GBP,SWIFT
2024-02-03 08:31:54,Société Générale,SMWC61555361765955,Mckee-White,UJGY28928114084869,1510.17,GBP,3415.45,USD,SWIFT
2023-11-06 03:23:01,Société Générale,ALLZ21772070219970,"Ellis, Cunningham and Leonard",ZZJY97478997157490,4110.05,EUR,1523.22,USD,INTERNAL
2024-12-07 12:04:35,Société Générale,BHJG67740497854493,Gutierrez-Larson,UQOQ58579398181571,487.24,USD,3314.26,GBP,SWIFT
2024-02-27 08:34:51,Société Générale,BOAK12115115019825,Miller-Higgins,IAGW62282047426220,1148.54,GBP,1428.55,GBP,INTERNAL
2021-08-04 06:52:56,Société Générale,JXAK81606634472379,"Carson, Mccarthy and Thornton",CYBG40626707047688,1430.95,EUR,3116.82,GBP,SEPA
2024-10-13 16:03:32,Société Générale,XRTH95583045001512,Thomas PLC,SDID39740500610311,1288.04,GBP,4535.4,EUR,INTERNAL
2020-03-18 08:13:01,Société Générale,XTZW77302806340747,Baker-Tanner,FKVD73057966317592,1240.9,EUR,2125.18,GBP,SWIFT
2025-03-29 23:58:24,Société Générale,PTVO93117186506727,Williamson Group,ZEWI69745687472302,592.67,EUR,125.39,GBP,SEPA
2021-10-06 04:11:11,Société Générale,XBCO33609273399699,Newton-Ray,ZSAT18136536336788,2093.85,USD,2439.5,EUR,SWIFT
2024-01-29 00:42:55,Société Générale,QXQS13271717443479,Rodriguez LLC,NYLT40907494449838,1673.72,GBP,389.9,EUR,INTERNAL
2022-10-06 02:58:44,Société Générale,DYRO25261768438006,"Stewart, Morris and James",OEKI91855053877269,2913.25,GBP,3719.56,EUR,SEPA
2020-06-15 17:17:13,Société Générale,SXOY00006418773009,Mercer Group,NNUU66468450403936,2147.64,EUR,4676.22,EUR,SWIFT
2022-03-12 15:44:59,Société Générale,OUNB99869226287177,Brown-Grant,IJCY54848294286142,3961.01,EUR,4689.38,USD,SEPA
2022-01-30 09:45:18,Société Générale,BZQD03272501348255,Johnson-Pittman,RTFV59662333499956,145.41,GBP,3053.64,USD,SWIFT
2022-02-22 16:06:02,Société Générale,OUHV59173945058476,"Li, Mitchell and Wright",QSDF81316359022213,2326.31,GBP,2762.17,USD,SEPA
2021-03-12 18:21:10,Société Générale,LRJI98789503106443,Harris Inc,GQCL76021788451815,4270.19,USD,1436.9,EUR,SWIFT
2022-08-13 05:04:02,Société Générale,LYYO33922302341330,"Jones, Chapman and Merritt",IALX09027695964148,896.22,USD,3276.6,GBP,SEPA
2021-11-07 15:56:11,Société Générale,KLGP39779784962660,Richardson-Ford,MMIS15695956792528,169.01,USD,3974.76,GBP,INTERNAL
2020-12-08 11:57:44,Société Générale,FMHY92388285710562,Gonzales-Davis,JOLD88207598773344,3810.69,EUR,3093.68,GBP,SWIFT
2022-07-18 09:32:49,Société Générale,AFNC11762671901532,Gallagher and Sons,QHRZ86441112562741,4152.25,GBP,1706.84,USD,INTERNAL
2024-10-05 16:15:15,Société Générale,LYJG43030567459822,Mcdonald-Sanchez,TVUH19012869859789,567.39,EUR,2439.53,EUR,SEPA
2020-10-09 16:51:02,Société Générale,BZQQ51906113391423,Jones-Bailey,TJNF08243616821904,1377.85,EUR,2289.0,USD,SWIFT
2022-08-04 00:15:06,Société Générale,CVXK66336250612261,"Parker, Bell and Macias",HHXO39158994805272,1579.53,GBP,2907.1,USD,INTERNAL
2020-06-03 16:04:51,Société Générale,MTCS80141638338923,Herrera Ltd,LSRH18452920375855,1861.81,EUR,404.41,EUR,SWIFT
2022-12-18 17:51:18,Société Générale,RXGW88922021810900,"Lopez, Norris and Murphy",FPUR94876128395643,1603.35,USD,3461.76,GBP,SWIFT
2020-08-27 09:09:53,Société Générale,WHCT93769301450973,Bailey-Jones,YOHI23502883838929,3482.42,GBP,4589.04,USD,SWIFT
2023-09-23 09:58:14,Société Générale,WGFN25628289220294,"House, Wall and Jimenez",WNMT51027061579743,3111.66,EUR,4791.07,USD,SEPA
2020-11-11 06:28:52,Société Générale,IBIL13655502470208,Mcknight-Avila,WONL15252349118293,2329.4,GBP,1930.76,GBP,INTERNAL
2024-02-06 17:52:41,Société Générale,VKGF75941656720201,Rivera PLC,GUYD63348225456384,4572.7,GBP,4029.78,EUR,SEPA
2023-05-12 01:07:56,Société Générale,MFQU82557790072019,Davila-Miller,BCFY17968513534464,3433.68,GBP,4378.36,EUR,INTERNAL
2024-12-10 17:11:13,Société Générale,OTMB15170128210153,Bright Group,XMQL39199336989077,2289.07,GBP,1872.75,GBP,SEPA
2022-05-23 08:34:27,Société Générale,PFXZ67944341011933,Bowen-Barnett,VIEX00155237662662,402.61,GBP,4524.15,EUR,INTERNAL
2023-07-09 07:41:49,Société Générale,WWGE35967309107132,Jones Inc,PECA10609631031700,2729.63,EUR,1707.78,GBP,SWIFT
2024-08-06 04:35:12,Société Générale,VGHB30588203500059,Vega-Everett,LWPS20597684541739,669.58,EUR,3612.9,USD,SEPA
2022-12-31 09:19:10,Société Générale,ZSNY10525250668531,Green-Reynolds,WUPK53150601814097,4504.56,USD,4062.59,USD,SEPA
2022-09-23 18:37:13,Société Générale,YZHQ42607792604308,Young Group,TAVN03312047618674,2614.91,USD,2863.16,GBP,SWIFT
2023-01-26 06:56:44,Société Générale,DEIN56017582715572,Santana Group,VYJH96616004655604,3396.56,USD,3644.07,USD,SWIFT
2025-01-16 16:14:20,Société Générale,FXAH25761054600265,Dunn-Hanson,JHDQ75392191634654,4100.62,GBP,1167.72,EUR,SEPA
2023-05-01 17:01:15,Société Générale,LKTB61545431305361,Sanchez PLC,DKNZ46929155250209,2176.12,GBP,412.42,EUR,SEPA
2020-12-12 00:23:50,Société Générale,UODW82853423985504,Bailey Inc,GKEA16051807141847,4932.07,USD,255.5,USD,SEPA
2022-03-21 04:02:00,Société Générale,VLIH26356220622646,Leonard Ltd,HXSD81721851018216,3867.96,GBP,4893.83,GBP,SWIFT
2021-11-22 10:07:45,Société Générale,AZVT84045394570671,Martinez Ltd,AVDF16014699530485,1934.86,USD,2297.83,USD,SWIFT
2023-10-18 06:48:20,Société Générale,HPNM62253423786836,Jones-Mcguire,UAKI51044532359616,493.22,GBP,4385.31,EUR,INTERNAL
2020-05-28 02:04:53,Société Générale,UZPW89054831757042,"Sanchez, Hill and Estrada",IUTU71280336702870,4315.4,EUR,974.52,GBP,SWIFT
2022-07-22 11:58:51,Société Générale,TYOP96815291288465,"Rios, Martinez and Serrano",ZDLC65489252767512,2691.33,GBP,4895.75,EUR,SEPA
2024-03-22 18:46:30,Société Générale,LTDM96469186937895,Lopez-Williams,YSSE93264435660992,4894.6,USD,3400.15,GBP,SWIFT
2022-03-04 12:06:44,Société Générale,IJVW54480715483646,Thomas LLC,NCMF34299150509991,2706.47,EUR,1312.81,USD,SEPA
2025-05-13 02:22:19,Société Générale,ZQGM87878062402603,Butler and Sons,GEAI52115719330393,1450.68,GBP,3850.9,EUR,INTERNAL
2023-06-25 21:27:46,Société Générale,EWZB42483853786798,Maynard Inc,WOKO01636466457989,2154.28,EUR,1279.26,EUR,SEPA
2021-09-07 02:27:13,Société Générale,DNNQ09742419727952,Robertson LLC,KLYD48578281389933,3010.33,USD,3029.15,GBP,SEPA
2023-10-29 14:18:08,Société Générale,ITLQ43317581003398,Webb-Ray,WUPB84493405758027,1299.2,EUR,2071.1,EUR,INTERNAL
2020-04-01 01:13:29,Société Générale,LICE77159950564842,Ballard Inc,JTQG74320131202786,1164.62,EUR,786.66,USD,SEPA
2020-05-21 22:34:14,Société Générale,TWXM05813789741719,"Moore, Mccarthy and Odom",VNUB00885823161352,4097.35,GBP,2922.94,GBP,INTERNAL
2022-12-19 03:40:24,Société Générale,SXZB54056059158284,"Cross, Moore and Clay",EDHN65652056444190,3885.44,USD,1260.83,EUR,INTERNAL
2025-04-29 20:06:53,Société Générale,NEUA39627965822532,Stevenson-Williams,AFIP52145672541074,2654.13,USD,1572.45,EUR,INTERNAL
2022-02-14 03:11:33,Société Générale,POLF86615919915649,"Hartman, Owens and Scott",REGI23760532206868,4747.75,GBP,4566.73,GBP,INTERNAL
2020-04-25 08:41:15,Société Générale,AOSZ92266477238001,"Lee, Daugherty and Bartlett",ZEDK76406191977709,2193.28,USD,329.73,USD,INTERNAL
2022-10-01 12:10:15,Société Générale,QWJD61702612208790,"Davis, Rowe and Hood",ZSPY80963701016234,3389.58,GBP,1661.8,USD,SWIFT
2025-04-13 16:08:55,Société Générale,JZVA76870358334917,Camacho Inc,AJLB44320153447692,831.17,USD,1001.01,GBP,SWIFT
2022-12-27 17:17:20,Société Générale,PLLJ16836382653654,Gomez-Becker,GINA32031070946644,1280.74,EUR,1573.61,GBP,SEPA
2020-05-03 04:41:48,Société Générale,QYZC88621207588520,Clark-Allen,JQCE35460646688765,4048.3,EUR,2855.69,USD,INTERNAL
2022-05-11 22:43:30,Société Générale,GJAP10721133302384,Lyons Ltd,WKXD43125266729337,2696.96,USD,1290.01,EUR,SWIFT
2022-07-13 17:51:13,Société Générale,SYXB03205582485007,Travis and Sons,MAOU81224988652682,3268.86,USD,4250.95,EUR,INTERNAL
2024-03-04 14:37:28,Société Générale,WGKG31618927111348,"Garner, Wright and Miller",USHU67149340259073,3650.47,EUR,352.53,USD,INTERNAL
2020-05-29 08:54:20,Société Générale,ORYW43237326548106,Garcia-Hawkins,QAVA13351685708542,3064.35,EUR,4380.74,EUR,INTERNAL
2022-01-23 03:40:05,Société Générale,DWYN13064722995082,"Holmes, Edwards and Perez",ZHQX03134225090224,3649.1,GBP,1163.38,EUR,SWIFT
2020-05-26 17:15:52,Société Générale,LEBR93411772312604,Farmer-Ellis,LIQF12190299252584,1585.62,EUR,1137.86,EUR,INTERNAL
2024-03-09 15:47:41,Société Générale,GHAP35609029270012,Walker-Brown,IKXC67668737227626,674.85,USD,4580.76,GBP,INTERNAL
2025-05-29 23:25:22,Société Générale,URKR06536279704579,Austin-Bryant,ACFZ31035967546311,3548.47,USD,4584.12,GBP,SWIFT
2022-10-31 07:11:43,Société Générale,ATPL81363678554175,Gardner and Sons,MAQQ57725843223175,3900.02,USD,2384.63,GBP,SWIFT
2023-12-11 08:52:57,Société Générale,FOMQ32297609593839,Dickson PLC,KWGD80537503438701,1611.27,USD,2612.8,USD,SWIFT
2021-08-28 08:06:01,Société Générale,EVRP59974330411814,Miller and Sons,NCGR46715681763647,583.18,GBP,2400.5,USD,SEPA
2022-01-28 22:14:37,Société Générale,VQWJ69839881304037,Little PLC,WVIU49319605484262,1916.45,USD,324.01,EUR,INTERNAL
2025-05-02 20:10:26,Société Générale,CPUG21428514627374,Patterson and Sons,AXBA80923424759389,815.02,USD,2811.23,GBP,INTERNAL
2020-03-15 05:47:43,Société Générale,EIZJ43142290058480,Hernandez-Williams,RGBS70939990448694,3628.06,USD,846.82,USD,SEPA
2022-12-24 11:39:43,Société Générale,NVKL82365802194444,"Johnson, Carpenter and Stout",LJLY29125911992620,1961.21,EUR,2546.58,GBP,INTERNAL
2021-06-09 19:00:56,Société Générale,BJAQ49764620420549,"Blackwell, Gomez and Shepard",MWCC96490952730737,1754.06,USD,4835.89,GBP,INTERNAL
2020-09-12 19:55:05,Société Générale,STKL25536933835580,"Kane, Sullivan and Davis",BOLP07499850654644,2503.92,EUR,3690.58,USD,SEPA
2022-09-02 01:45:58,Société Générale,KHIB81264853264815,Little and Sons,CVHI62236468000402,785.8,GBP,2492.75,GBP,INTERNAL
2023-10-15 06:46:49,Société Générale,WTUL52067709471466,"Mendoza, Russell and Lowery",KHQO55740009175884,4790.46,GBP,265.74,EUR,INTERNAL
2020-12-27 02:35:41,Société Générale,YPAD18634544415395,Pierce-Wise,LFEC74572034787134,337.72,EUR,2120.72,GBP,SEPA
2025-06-03 16:45:49,Société Générale,PFTF49867488922241,Williams LLC,CRBO94296012375847,433.04,EUR,144.79,GBP,SWIFT
2022-09-23 01:41:28,Société Générale,VVDQ21614353477476,Mcpherson-Meza,CNVW91351072937037,1928.68,GBP,3224.87,GBP,SWIFT
2025-07-03 11:14:44,Société Générale,WWGO12619510988906,Travis PLC,OKXW10217620926068,3330.49,EUR,132.4,GBP,SWIFT
2021-03-20 07:55:07,Société Générale,WMHI11140387469645,Anderson Group,AHTY78625725253463,158.07,GBP,3638.74,GBP,SWIFT
2020-07-13 23:52:44,Société Générale,ZGRE95108567002156,Roman Group,OHEC84655580670879,184.0,GBP,3402.76,EUR,SEPA
2024-08-17 03:59:14,Société Générale,QLAP27137332121582,Sellers-Johnson,DEGD10013786302660,4598.44,GBP,829.6,EUR,INTERNAL
2020-10-02 00:35:33,Société Générale,TVCF88774891913945,Johnson-Arnold,TCOT06570623588057,2679.63,USD,1409.89,USD,SEPA
2023-01-13 09:54:00,Société Générale,MZKK19016379458071,Smith-Fitzgerald,YFTH58791654506921,1927.95,USD,2349.09,EUR,INTERNAL
2023-03-04 15:54:03,Société Générale,OXIA95739558277810,Gonzalez Ltd,IXCA92582033823421,1206.7,GBP,4157.5,EUR,INTERNAL
2021-06-26 21:52:40,Société Générale,RPOL53086425854455,"Schroeder, Johnson and Taylor",TESJ01820030142871,4959.21,GBP,3821.97,EUR,SWIFT
2021-04-04 10:30:03,Société Générale,UQYT15888979593510,"Grant, Daniels and Bradley",WEPB57320718027925,1958.39,GBP,2432.42,GBP,SEPA
2022-07-08 10:10:59,Société Générale,IVJI53404737302295,"Andrews, Kennedy and House",AVZG67547992802014,3543.94,EUR,2549.31,USD,INTERNAL
2023-01-12 23:51:24,Société Générale,NABS08924918357642,Rodriguez-Wood,NUMO85715731221165,3943.44,GBP,4888.91,EUR,INTERNAL
2023-08-12 08:59:30,Société Générale,ZEYT70253954933586,Garcia-Brown,CUOG80691486145047,4603.85,EUR,1135.94,GBP,INTERNAL
2023-05-23 23:47:29,Société Générale,QGTG00566861375953,"Morgan, Nicholson and White",DMGI12678128956067,2429.95,EUR,4628.38,GBP,SWIFT
2021-09-03 16:51:56,Société Générale,DVXJ38716339668753,"Klein, Hurst and Ferrell",OZQF25294160324341,4506.63,GBP,3324.74,EUR,SWIFT
2021-04-05 00:12:43,Société Générale,KEEX15570261270008,Todd Group,TFBK90659407335591,176.72,EUR,2976.48,GBP,SWIFT
2024-06-25 00:14:01,Société Générale,NHJR01897915964106,"Edwards, Lang and Pierce",YRCE30168587741682,4651.49,USD,896.01,EUR,INTERNAL
2024-11-23 21:58:24,Société Générale,XBJE02166921724630,"Torres, Woods and Robinson",EWJX88803373655404,4189.79,USD,3417.47,GBP,SWIFT
2024-05-25 20:53:59,Société Générale,ECNU48377323936498,Douglas Ltd,WVSJ94632256859287,1980.85,GBP,785.76,GBP,INTERNAL
2022-06-04 23:56:53,Société Générale,YEPO83649642456081,"Washington, Blair and Medina",VATI91268762553746,484.3,GBP,4874.18,EUR,SEPA
2022-11-13 09:48:06,Société Générale,SAXF95308054693816,Kim and Sons,XCSI58926997769565,2241.73,EUR,1768.9,GBP,INTERNAL
2023-02-10 00:38:51,Société Générale,ZHDI68606013653806,Harris LLC,QFPR48470863459572,2043.84,USD,245.17,USD,SWIFT
2024-04-05 13:38:20,Société Générale,WRDX01512330655183,Jensen and Sons,JQTG36744299879081,2503.96,USD,2809.88,USD,SWIFT
2020-09-11 22:01:03,Société Générale,JTVW14019165636151,"Gutierrez, Mcmahon and Horn",BHFH66318117642939,1010.12,GBP,3337.29,EUR,INTERNAL
2021-01-15 20:51:24,Société Générale,NTOQ50809534912402,Lee-Jones,JHPL11963989372639,1547.36,EUR,3594.23,EUR,SWIFT
2025-01-31 18:03:52,Société Générale,VZQH63929187446991,Nash PLC,MZYJ44817265482532,855.68,GBP,3941.06,EUR,INTERNAL
2021-06-20 14:55:57,Société Générale,NTUN63944610333608,Lynch and Sons,UPSY79079768308231,2009.15,USD,622.1,EUR,SWIFT
2022-09-26 17:37:47,Société Générale,TPGY56010800510436,Moreno-Lara,YVVK86944351856502,2279.21,USD,600.93,EUR,SEPA
2022-06-08 21:08:30,Société Générale,FQCK81891424556324,Simmons Inc,DKOI51565900914443,2211.8,GBP,2818.23,USD,SEPA
2021-10-01 13:36:35,Société Générale,CAFI55438940119095,Garcia Ltd,GXSS04032358336772,228.68,USD,2815.68,GBP,INTERNAL
2023-01-15 14:59:56,Société Générale,RIWN33490806446429,Pruitt-Smith,ARVU81329778970459,3943.75,USD,160.47,USD,SWIFT
2024-01-05 11:42:21,Société Générale,ANND83159815884661,Castro Inc,UCGC92920841703055,3917.93,GBP,4515.57,EUR,INTERNAL
2023-12-08 11:21:20,Société Générale,OZUY41997042893228,"Leonard, Perry and Parker",ZYKF36673101292239,2653.41,GBP,1965.59,EUR,SWIFT
2023-04-17 07:49:17,Société Générale,ZIRD98105255888284,"Dean, Atkins and Jimenez",LIEA28246938425636,1575.54,USD,815.08,EUR,SWIFT
2023-09-29 14:15:48,Société Générale,CKXJ03056239907599,"Stewart, Burns and Murphy",GWHF22680059475450,1452.21,USD,2472.73,EUR,SWIFT
2022-08-28 03:31:17,Société Générale,JXMB51731938786504,Payne Group,FNLG81578134785443,1333.33,EUR,3632.41,USD,INTERNAL
2021-10-31 00:31:28,Société Générale,NDDO80532408741762,Arnold-Parsons,GYGS26605622709252,3121.68,USD,624.16,USD,SEPA
2022-06-26 11:06:37,Société Générale,ACWC63653734692696,Carrillo-Cooley,HCJK92177935339559,4749.23,USD,4223.91,USD,SWIFT
2022-01-01 23:34:08,Société Générale,JFUZ37669443884245,"Wade, Chen and Morris",NAGH79238196243090,2257.09,USD,4095.83,GBP,INTERNAL
2025-01-17 05:42:54,Société Générale,XHWF62621061136023,"Gray, Bishop and Dickerson",FKDI97320134704938,767.01,USD,3055.74,GBP,SEPA
2020-02-03 12:41:03,Société Générale,VTBR63976837682672,"Williams, Conner and Martin",DNVI63411932101391,2447.15,EUR,4826.42,USD,SWIFT
2024-10-05 04:41:59,Société Générale,JQPT36775776110644,Reed and Sons,KSKG29209286604761,3700.88,GBP,2505.94,GBP,SEPA
2021-10-16 21:55:05,Société Générale,AJYQ26178871485398,"Blair, Baker and Wilson",ZNOO57861927405220,1696.84,USD,4100.82,USD,SWIFT
2022-03-25 12:00:06,Société Générale,FFUT23643727828177,Walters Ltd,QOXM74602476557830,658.05,GBP,1079.02,GBP,SEPA
2023-03-27 00:50:30,Société Générale,VWFL12294278173708,Cochran-Howard,VWXO10280456281801,3440.39,GBP,231.89,GBP,SWIFT
